place,category,x,y,address
아쿠아플라넷63,"문화,예술 > 문화시설 > 아쿠아리움",37.52005819657816,126.94032926239164,서울 영등포구 여의도동 60
영산아트홀,"문화,예술 > 문화시설 > 공연장,연극극장",37.5294739059123,126.924946840511,서울 영등포구 여의도동 12
63아트,"문화,예술 > 문화시설 > 전시관",37.51966424797833,126.9399144283606,서울 영등포구 여의도동 60
국회의사당 국회박물관,"문화,예술 > 문화시설 > 박물관",37.531852297174,126.919106553541,서울 영등포구 여의도동 1
SeMA 벙커,"문화,예술 > 문화시설 > 미술관",37.52503572891962,126.92378607494264,서울 영등포구 여의도동 2-11
여의도 물빛무대,"문화,예술 > 문화시설 > 공연장,연극극장",37.532344593806926,126.9279987012228,서울 영등포구 여의도동 84-1
한국잡지정보관,"문화,예술 > 문화시설 > 전시관",37.5196850922663,126.930295877155,서울 영등포구 여의도동 44-31
신영체임버홀,"문화,예술 > 문화시설 > 공연장,연극극장",37.5212663780187,126.92882834906,서울 영등포구 여의도동 34-8
KP갤러리온,"문화,예술 > 문화시설 > 미술관",37.5405545601829,126.942930110774,서울 마포구 용강동 43-6
알트원 더현대서울,"문화,예술 > 문화시설 > 전시관",37.5259387862412,126.928513937636,서울 영등포구 여의도동 22
한국수출입은행 금고미술관,"문화,예술 > 문화시설 > 미술관",37.5287088744903,126.923416918577,서울 영등포구 여의도동 16-1
조용기 목사 기념홀,"문화,예술 > 문화시설 > 기념관",37.5310811183982,126.923274203876,서울 영등포구 여의도동 11
홈앤쇼핑 우수상품 전시관,"문화,예술 > 문화시설 > 전시관",37.528058888328,126.922857579979,서울 영등포구 여의도동 16-2
아트로,"문화,예술 > 문화시설 > 미술관",37.5302396720015,126.922033972275,서울 영등포구 여의도동 13-3
아리수아트홀,"문화,예술 > 문화시설 > 공연장,연극극장",37.5228375111123,126.941573676192,서울 영등포구 여의도동 86
돌하우스아라,"문화,예술 > 문화시설 > 전시관",37.5205229982732,126.933371977144,서울 영등포구 여의도동 42
